"id","rings"
2310,"8"
2318,"1"
2319,"13"
2321,"15"
2330,"18"
2331,"14"
2332,"12"
2333,"18"
2336,"11"
2338,"4"
2339,"15"
2340,"13"
2350,"8"
2364,"12"
2365,"13"
2366,"1"
2369,"6"
2373,"19"
2374,"15"
2382,"1"
2400,"3"
2403,"1"
2418,"1"
2420,"2"
2427,"7"
2429,"1"
2432,"4"
2435,"21"
2440,"15"
2446,"19"
2457,"14"
2462,"19"
2475,"1"
2477,"18"
2479,"2"
2480,"4"
2483,"7"
2488,"1"
2491,"1"
2498,"2"
2505,"20"
2515,"14"
2516,"8"
2518,"20"
2523,"17"
2526,"24"
2527,"23"
2529,"7"
2530,"9"
2531,"18"
2536,"14"
2538,"23"
2554,"7"
2564,"9"
2565,"4"
2567,"14"
2568,"5"
2570,"1"
2577,"21"
2581,"1"
2582,"23"
2589,"4"
2593,"12"
2594,"5"
2597,"17"
2605,"5"
2607,"6"
2608,"14"
2616,"6"
2617,"14"
2625,"6"
2627,"2"
2629,"5"
2635,"1"
2640,"1"
2643,"16"
2647,"1"
2651,"10"
2654,"21"
2657,"7"
2659,"21"
2660,"5"
2664,"11"
2665,"23"
2668,"14"
2669,"18"
2672,"21"
2673,"20"
2675,"8"
2684,"17"
2685,"14"
2686,"15"
2687,"9"
2696,"23"
2700,"19"
2703,"24"
2707,"21"
2711,"24"
2713,"9"
2714,"8"
2715,"5"
2721,"8"
2726,"17"
2733,"1"
2735,"8"
2738,"4"
2739,"11"
2740,"17"
2743,"4"
2749,"1"
2751,"6"
2753,"3"
2758,"8"
2771,"4"
2777,"23"
2784,"4"
2785,"11"
2789,"4"
2802,"17"
2809,"8"
2819,"15"
2821,"12"
2824,"15"
2825,"23"
2831,"7"
2833,"13"
2837,"23"
2849,"3"
2856,"14"
2861,"6"
2862,"21"
2865,"7"
2866,"8"
2868,"12"
2874,"8"
2881,"9"
2882,"23"
2883,"17"
2885,"6"
2887,"4"
2888,"11"
2891,"21"
2897,"19"
2905,"13"
2910,"4"
2913,"11"
2916,"11"
2924,"13"
2931,"21"
2941,"4"
2951,"12"
2954,"17"
2955,"21"
2962,"9"
2966,"13"
2967,"13"
2971,"6"
2976,"19"
2978,"5"
2984,"2"
2992,"6"
2994,"2"
2995,"18"
2997,"21"
2999,"10"
3000,"19"
3003,"1"
3015,"2"
3022,"9"
3029,"9"
3030,"10"
3040,"14"
3045,"15"
3051,"9"
3061,"24"
3064,"8"
3065,"20"
3066,"11"
3068,"11"
3071,"20"
3073,"10"
3079,"3"
3082,"6"
3087,"11"
3092,"17"
3093,"16"
3099,"9"
3102,"18"
3118,"4"
3123,"20"
3127,"9"
3129,"17"
3131,"19"
3135,"11"
3136,"17"
3141,"23"
3144,"11"
3153,"20"
3162,"2"
3168,"19"
3172,"1"
3173,"16"
3183,"17"
3196,"17"
3203,"23"
3204,"17"
3206,"9"
3208,"6"
3211,"13"
3212,"10"
3224,"12"
3225,"2"
3240,"14"
3246,"2"
3247,"5"
3256,"6"
3268,"5"
3277,"10"
3280,"9"
3288,"19"
3293,"17"
3297,"18"
3301,"16"
3307,"6"
3308,"14"
3312,"14"
3315,"2"
3316,"5"
3319,"24"
3324,"19"
3331,"14"
3332,"6"
3334,"6"
3341,"1"
3344,"21"
3356,"19"
3361,"11"
3366,"4"
3367,"18"
3368,"14"
3373,"5"
3376,"23"
3377,"18"
3382,"23"
3399,"23"
3400,"23"
3401,"19"
3403,"18"
3409,"2"
3412,"7"
3413,"9"
3420,"15"
3425,"5"
3426,"9"
3433,"11"
3434,"23"
3435,"10"
3438,"13"
3440,"5"
3447,"19"
3459,"17"
3463,"17"
3465,"21"
3471,"18"
3472,"16"
3474,"15"
3490,"20"
3491,"8"
3496,"12"
3522,"24"
3524,"14"
3531,"2"
3533,"11"
3540,"18"
3544,"14"
3548,"19"
3550,"15"
3553,"2"
3557,"24"
3560,"5"
3568,"9"
3571,"4"
3572,"16"
3581,"18"
3585,"2"
3588,"24"
3592,"5"
3593,"1"
3594,"14"
3596,"4"
3598,"4"
3601,"21"
3604,"2"
3606,"10"
3607,"10"
3611,"5"
3614,"21"
3616,"10"
3618,"16"
3628,"2"
3633,"2"
3638,"7"
3642,"17"
3653,"24"
3661,"24"
3666,"20"
3667,"6"
3668,"1"
3669,"7"
3670,"21"
3677,"6"
3681,"21"
3686,"14"
3688,"12"
3691,"13"
3696,"12"
3703,"16"
3713,"17"
3717,"21"
3720,"3"
3725,"16"
3733,"24"
3743,"20"
3745,"12"
3758,"7"
3783,"18"
3788,"6"
3790,"4"
3796,"23"
3803,"17"
3808,"5"
3815,"13"
3818,"23"
3821,"1"
3839,"13"
3840,"9"
3845,"6"
3847,"12"
3857,"5"
3860,"7"
3866,"19"
3869,"24"
3872,"1"
3878,"19"
3881,"14"
3892,"24"
3903,"20"
3907,"17"
3909,"3"
3911,"9"
3916,"10"
3919,"10"
3924,"6"
3926,"4"
3927,"8"
3930,"23"
3933,"20"
3939,"8"
3947,"23"
3950,"11"
3951,"15"
3953,"2"
3958,"12"
3965,"10"
3967,"23"
3973,"20"
3981,"6"
3984,"9"
3987,"11"
3992,"9"
4009,"16"
4015,"17"
4023,"16"
4030,"23"
4033,"12"
4040,"10"
4046,"11"
4048,"15"
4057,"7"
4063,"15"
4067,"21"
4072,"11"
4075,"14"
4079,"15"
4081,"1"
4082,"7"
4088,"20"
4089,"19"
4094,"7"
4095,"20"
4099,"4"
4103,"12"
4108,"12"
4110,"9"
4111,"8"
4115,"12"
4116,"21"
4127,"13"
4128,"5"
4133,"20"
4134,"4"
4162,"2"
4172,"2"
