lemma,pos,neg,obj
充满美感,1.0,0.0,0.0
充满荣耀,1.0,0.0,0.0
充满诗情,1.0,0.0,0.0
充满诱惑,1.0,0.0,0.0
充满魅力,1.0,0.0,0.0
充足,1.0,0.0,0.0
先声,1.0,0.0,0.0
先见之明,1.0,0.0,0.0
先觉者,1.0,0.0,0.0
先进,1.0,0.0,0.0
先锋,1.0,0.0,0.0
先驱,1.0,0.0,0.0
光亮,1.0,0.0,0.0
光彩,1.0,0.0,0.0
光彩夺目,1.0,0.0,0.0
光彩照人,1.0,0.0,0.0
光彩耀目,1.0,0.0,0.0
光明,1.0,0.0,0.0
光晕,1.0,0.0,0.0
光泽,1.0,0.0,0.0
光滑,1.0,0.0,0.0
光热,1.0,0.0,0.0
光照,1.0,0.0,0.0
光芒,1.0,0.0,0.0
光芒四射,1.0,0.0,0.0
光荣,1.0,0.0,0.0
光荣的,1.0,0.0,0.0
光荣花,1.0,0.0,0.0
光辉,1.0,0.0,0.0
光辉灿烂,1.0,0.0,0.0
光采,1.0,0.0,0.0
光面,1.0,0.0,0.0
光鲜,1.0,0.0,0.0
克服,1.0,0.0,0.0
免责,1.0,0.0,0.0
免费,1.0,0.0,0.0
免费日,1.0,0.0,0.0
免费餐,1.0,0.0,0.0
免除,1.0,0.0,0.0
兑现,1.0,0.0,0.0
兢兢业业,1.0,0.0,0.0
入乡随俗,1.0,0.0,0.0
入画,1.0,0.0,0.0
入神,1.0,0.0,0.0
全力,1.0,0.0,0.0
全力以赴,1.0,0.0,0.0
全勤,1.0,0.0,0.0
全局,1.0,0.0,0.0
全心,1.0,0.0,0.0
全心全意,1.0,0.0,0.0
全心全意为人民服务,1.0,0.0,0.0
全新,1.0,0.0,0.0
全景图,1.0,0.0,0.0
全然,1.0,0.0,0.0
全盛,1.0,0.0,0.0
全神贯注,1.0,0.0,0.0
全神贯注地,1.0,0.0,0.0
全票,1.0,0.0,0.0
全能,1.0,0.0,0.0
全能的,1.0,0.0,0.0
全身心,1.0,0.0,0.0
全面,1.0,0.0,0.0
八九不离十,1.0,0.0,0.0
公义,1.0,0.0,0.0
公差,1.0,0.0,0.0
公德,1.0,0.0,0.0
公推,1.0,0.0,0.0
公正,1.0,0.0,0.0
公正地,1.0,0.0,0.0
公正性,1.0,0.0,0.0
公认,1.0,0.0,0.0
共同,1.0,0.0,0.0
共同愿望,1.0,0.0,0.0
共和党,1.0,0.0,0.0
共有,1.0,0.0,0.0
共荣,1.0,0.0,0.0
共融,1.0,0.0,0.0
共识,1.0,0.0,0.0
共识奖,1.0,0.0,0.0
关切,1.0,0.0,0.0
关怀,1.0,0.0,0.0
关照,1.0,0.0,0.0
关爱,1.0,0.0,0.0
关系网,1.0,0.0,0.0
关联,1.0,0.0,0.0
关连,1.0,0.0,0.0
关键,1.0,0.0,0.0
关键件,1.0,0.0,0.0
关键点,1.0,0.0,0.0
兴冲冲,1.0,0.0,0.0
兴利,1.0,0.0,0.0
兴国,1.0,0.0,0.0
兴奋,1.0,0.0,0.0
兴奋地,1.0,0.0,0.0
兴奋性,1.0,0.0,0.0
兴奋药,1.0,0.0,0.0
兴旺,1.0,0.0,0.0
兴旺发达,1.0,0.0,0.0
兴盛,1.0,0.0,0.0
兴致,1.0,0.0,0.0
兴致勃勃,1.0,0.0,0.0
兴高采烈,1.0,0.0,0.0
兴高采烈地,1.0,0.0,0.0
其乐融融,1.0,0.0,0.0
具有,1.0,0.0,0.0
典型,1.0,0.0,0.0
典范,1.0,0.0,0.0
典雅,1.0,0.0,0.0
养心,1.0,0.0,0.0
养活,1.0,0.0,0.0
养颜,1.0,0.0,0.0
兼容,1.0,0.0,0.0
兼容型,1.0,0.0,0.0
兼收并蓄,1.0,0.0,0.0
冀望,1.0,0.0,0.0
内圣,1.0,0.0,0.0
内圣外王,1.0,0.0,0.0
内行,1.0,0.0,0.0
再征服,1.0,0.0,0.0
冒险,1.0,0.0,0.0
冒险主义,1.0,0.0,0.0
冒险性,1.0,0.0,0.0
冒险性的,1.0,0.0,0.0
写实,1.0,0.0,0.0
写实主义,1.0,0.0,0.0
写实性,1.0,0.0,0.0
写意,1.0,0.0,0.0
冠军,1.0,0.0,0.0
决定,1.0,0.0,0.0
决定性,1.0,0.0,0.0
决心,1.0,0.0,0.0
决心书,1.0,0.0,0.0
决意,1.0,0.0,0.0
冷艳,1.0,0.0,0.0
冷静,1.0,0.0,0.0
凄美,1.0,0.0,0.0
准备,1.0,0.0,0.0
准时,1.0,0.0,0.0
准的盟友,1.0,0.0,0.0
准盟友,1.0,0.0,0.0
准确,1.0,0.0,0.0
减免,1.0,0.0,0.0
减免税,1.0,0.0,0.0
减压,1.0,0.0,0.0
减轻,1.0,0.0,0.0
凝神,1.0,0.0,0.0
凝聚,1.0,0.0,0.0
凝聚力,1.0,0.0,0.0
凝重,1.0,0.0,0.0
凝重感,1.0,0.0,0.0
凯旋,1.0,0.0,0.0
凯旋声,1.0,0.0,0.0
凯旋杯,1.0,0.0,0.0
凯旋门,1.0,0.0,0.0
凯歌,1.0,0.0,0.0
出乎意料,1.0,0.0,0.0
出于好意,1.0,0.0,0.0
出众,1.0,0.0,0.0
出名,1.0,0.0,0.0
出奇,1.0,0.0,0.0
出奇制胜,1.0,0.0,0.0
出手,1.0,0.0,0.0
出神,1.0,0.0,0.0
出类拔萃,1.0,0.0,0.0
出色,1.0,0.0,0.0
出色的表现,1.0,0.0,0.0
出身高贵,1.0,0.0,0.0
击败,1.0,0.0,0.0
刀枪不入,1.0,0.0,0.0
分外,1.0,0.0,0.0
分外夺目,1.0,0.0,0.0
分外妖娆,1.0,0.0,0.0
分辨,1.0,0.0,0.0
切入点,1.0,0.0,0.0
切切实实,1.0,0.0,0.0
切合,1.0,0.0,0.0
切实,1.0,0.0,0.0
切实可行,1.0,0.0,0.0
切望,1.0,0.0,0.0
切身利益,1.0,0.0,0.0
刚刚,1.0,0.0,0.0
刚劲,1.0,0.0,0.0
刚好,1.0,0.0,0.0
刚才,1.0,0.0,0.0
刚换,1.0,0.0,0.0
刚毅,1.0,0.0,0.0
刚烈,1.0,0.0,0.0
创作,1.0,0.0,0.0
创建,1.0,0.0,0.0
创意,1.0,0.0,0.0
创意人,1.0,0.0,0.0
创新,1.0,0.0,0.0
创新型,1.0,0.0,0.0
创新性,1.0,0.0,0.0
创牌,1.0,0.0,0.0
创造,1.0,0.0,0.0
创造力,1.0,0.0,0.0
创造性,1.0,0.0,0.0
初生牛犊,1.0,0.0,0.0
判定,1.0,0.0,0.0
判断力,1.0,0.0,0.0
利于,1.0,0.0,0.0
利人,1.0,0.0,0.0
利他,1.0,0.0,0.0
利他主义,1.0,0.0,0.0
利他主义者,1.0,0.0,0.0
利刃,1.0,0.0,0.0
利好,1.0,0.0,0.0
利润,1.0,0.0,0.0
利率,1.0,0.0,0.0
别出心裁,1.0,0.0,0.0
别提,1.0,0.0,0.0
别有洞天,1.0,0.0,0.0
别致,1.0,0.0,0.0
制裁,1.0,0.0,0.0
刷新,1.0,0.0,0.0
刻不容缓,1.0,0.0,0.0
刻意,1.0,0.0,0.0
刻画,1.0,0.0,0.0
刻苦,1.0,0.0,0.0
刻苦钻研,1.0,0.0,0.0
刻骨铭心,1.0,0.0,0.0
前所未有,1.0,0.0,0.0
前景,1.0,0.0,0.0
前瞻,1.0,0.0,0.0
前瞻性,1.0,0.0,0.0
前进,1.0,0.0,0.0
前途,1.0,0.0,0.0
前途无量,1.0,0.0,0.0
剔除,1.0,0.0,0.0
力争,1.0,0.0,0.0
力作,1.0,0.0,0.0
力求,1.0,0.0,0.0
劝人,1.0,0.0,0.0
劝和,1.0,0.0,0.0
劝导,1.0,0.0,0.0
劝留,1.0,0.0,0.0
劝说,1.0,0.0,0.0
功业,1.0,0.0,0.0
功力,1.0,0.0,0.0
功勋,1.0,0.0,0.0
功名,1.0,0.0,0.0
功德,1.0,0.0,0.0
功德会,1.0,0.0,0.0
功德箱,1.0,0.0,0.0
功绩,1.0,0.0,0.0
功能,1.0,0.0,0.0
功臣,1.0,0.0,0.0
加入,1.0,0.0,0.0
加强,1.0,0.0,0.0
加快,1.0,0.0,0.0
加油,1.0,0.0,0.0
加盟,1.0,0.0,0.0
加速,1.0,0.0,0.0
务实,1.0,0.0,0.0
务实性,1.0,0.0,0.0
务实求真,1.0,0.0,0.0
务必,1.0,0.0,0.0
动人,1.0,0.0,0.0
动人心魄,1.0,0.0,0.0
动力,1.0,0.0,0.0
动听,1.0,0.0,0.0
动员,1.0,0.0,0.0
动心,1.0,0.0,0.0
动情,1.0,0.0,0.0
动机,1.0,0.0,0.0
助威,1.0,0.0,0.0
助学金,1.0,0.0,0.0
努力,1.0,0.0,0.0
励志,1.0,0.0,0.0
势不可挡,1.0,0.0,0.0
勃勃,1.0,0.0,0.0
勇于,1.0,0.0,0.0
勇士,1.0,0.0,0.0
勇往直前,1.0,0.0,0.0
勇敢,1.0,0.0,0.0
勇敢地,1.0,0.0,0.0
勇敢的,1.0,0.0,0.0
勇敢的人,1.0,0.0,0.0
勇敢的心,1.0,0.0,0.0
勇敢者,1.0,0.0,0.0
勇武,1.0,0.0,0.0
勇气,1.0,0.0,0.0
勇气杯,1.0,0.0,0.0
勇猛,1.0,0.0,0.0
勇者,1.0,0.0,0.0
勋章,1.0,0.0,0.0
勤奋,1.0,0.0,0.0
勤奋好学,1.0,0.0,0.0
勤奋的,1.0,0.0,0.0
勿庸置疑,1.0,0.0,0.0
